	text	airline_sentiment	at	polarity	label
1547	 Hola! hace una semana que puse una reclamación porque me han cobrado dos veces unos billetes y todavía no m… 	negative	@Iberia	3.7298726915604e-07	2
1548	 Parece que hay un problema con el buscador de la web, no funciona y lo he intentado desde Firefox y Chrome.… 	neutral	@Iberia	0.0003402936184275053	0
1549	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
1550	Las nuevas máquinas de facturación de  en el puenteaereo entran en un bucle lógico: te piden que escanees l… 	negative		0.15107817944112584	2
1551	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	positive		0.00694959441669791	1
1552	 ejem, ejem........web Iberia... LEVEL Francia...... de nada.... ;-) 	negative	@SirChandlerBlog	0.21232374258250913	2
1553	 y vergonzoso que después de que hoy hubiesen negociaciones entre sindicato e Iberia, lo sigan negando. Al f… 	negative	@Iberia	2.9713362675303287e-05	2
1554	 Iberia es cara porque es mejor calidad 🤷🏽‍♀️	positive	@ktdeniss	0.020464501498425842	1
1555	El último adiós al “padre” de Iberia de Los Ángeles 	negative		0.1658290348501342	2
1556	Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… 	positive		0.07007665747187106	1
1557	"CHICOS ESTE MES EN RYANAIR HAY VUELOS QUE SALEN DESDE MADRID Y ALICANTE A UN MONTÓN DE SITIOS A 10 EUROS

RT PARA ALEGRAR EL DÍA ALGUIEN"	neutral		0.8943709286363862	0
1558	  Hola, consulta, como canjeo Avios por vuelos en LAN/LATAM? no encuentro la opción en Iberia ni en LAN/LATAM	neutral	@SirChandlerBlog	0.0012011639619095573	0
1559	Cuando hay temporal en Galicia y el expresso de Hogwarts es cancelado, ryanair ofrece vuelos low-cost para llegar a… 	negative		0.28569597526606566	2
1560	"Todos deberíamos tener una  en nuestra vida, yo soy afortunado. Gracias por cuidar de cada detalle!
Es… "	positive		0.027677812029297186	1
1561	PILOTOS LE DICEN BASTA A RYANAIR Y PARAN EL VIERNES - aviacionenargentina  	negative		0.003595868508013215	2
1562	 Pues si esto no es confirmar... 	neutral	@Iberia	0.0012742060450608157	0
1563	 Por eso puse el tuit, ellos andaban igual de despistados que los pasajeros. Pudimos bajar una hora después… 	negative	@Iberia	5.8739115043110474e-06	2
1564	  Basura su servicio. A volar a Europa por Avianca. Y es Señor Miguel Angel.	negative	@Iberia	0.008878594232854854	2
1565	   Lo de Iberia Express es como lo de abre fácil, no? 😂😂😂😂 4horas...	negative	@bee_rchtt	0.0703387112862065	2
1566	    Tongo	negative	@Iberia	0.49789225920557484	2
1567	  Estimados:  estoy intentando hacer el check-in online para un vuelo Madrid-Buenos Aires este jueves.  Viaj… 	negative	@Iberia	0.9915053636004808	2
1568	  Joder......que potra	negative	@Iberia	0.3029968537174699	2
1569	Apreciados señores de  llevo 2 meses intentando actualizar mi perfil de Iberia Plus para poner como prefere… 	negative		0.02878677720138461	2
1570	 A las 17:40h, que era la hora inicial del vuelo (que no sé para que mierdas adelantan) seguíamos en la fil… 	negative	@Ryanair	4.9382200295129014e-06	2
1571	 Fuerteventura 😎	positive	@Ryanair	0.49789225920557484	1
1572	  Consultaremos al oráculo de Ryanair!	neutral	@anukab_98	0.3650158396528556	0
1573	Vivo con el miedo que Ryanair me cancelen los vuelos...  Que poquito me fio de ellos	negative		0.001175226622736343	2
1574	   no hay prioridad para los niños en los embarque en Barcelona? 3r mundo?	neutral	@Ryanair	0.019699882026942193	0
1575	 sabemos si se cancela este vuelo?? Gracias! 	neutral	@Iberia	0.16158792539818395	0
1576	Los trabajadores de Iberia en el Aeropuerto de ElPrat convocan huelga. Hoy en  	neutral		0.8298374186313519	0
1577	Japón Directo, vuelo con IBERIA a Tokyo, 10 días desde 2.990€ Tax Incl. 	neutral		0.6900602533726498	0
1578	 RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… 	negative	@Iberia	0.00014082894738025732	2
1579	  Problemas informáticos de   que no debe pagar el cliente	negative	@flywithlevelES	9.718734072184826e-06	2
1580	20 VBLOG VIAJAMOS A LONDRES SKY GARDEN Y NOS CANCELAN EL VUELO RYANAIR:  vía 	negative		0.975441388939545	2
1581	 imposible indicar el tipo de documento de id. cuando se hace una reserva vía web desde un iPhone para el descuento de residente	negative	@iberia	0.00029902165149274187	2
1582	Ya me joderia ser  y perder la maleta de  sabiendo que  está de camino con chicles para los responsables	negative		0.01726679694570079	2
1583	To rayada estoy con vosotros 	negative		0.31393903289372244	2
1584	 RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… 	negative	@Iberia	0.00014082894738025732	2
1585	 hola, necesito urgentemente hablar con ustedes.	negative	@Iberia	0.0005455901021978396	2
1586	Con Ryanair no hay límites!! 	negative		0.059240934666493016	2
1587	venezuelaaldia: Pilotos de Ryanair en Irlanda, Italia y Alemania convocan huelgas 	negative		0.4507454498615163	2
1588	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor preci… 	neutral		0.007383570859033575	0
1589	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
1590	  Pues nada, que nos enteraremos en el aeropuerto cuando nos quedemos en tierra...	negative	@Iberia	0.01305915181836422	2
1591	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
1592	   También puedes hacer un trueque con alguien que viaje en solitario. Siempre hay almas caritativas.	neutral	@Mimundoenunamal	0.3132453155435228	0
1593	  RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COM… 	negative	@aena	0.00014082894738025732	2
1594	   Estoy de acuerdo que es mejor, pero creo que no necesario, es como entrar en Ibe… 	neutral	@controladores	1.2635912607429835e-05	0
1595	Norwegian desafía a Iberia: lanza vuelos de Madrid a EEUU y prepara ya el asalto a Latinoamérica. Por davidpagep… 	neutral		0.9977285429684395	0
1596	Lufthansa se alza con el liderazgo de pasajeros en Europa y desbanca a Ryanair | Noticias de Aerolíneas | Revista d… 	positive		0.8619618761053051	1
1597	Con esta pedazo de azafata en  se vuela muchísimo mejor . . . 	positive		0.12498543679029667	1
1598	 Pues nada volvemos a comprar Spanair 😄	neutral	@miquelroig	0.0793765936877099	0
1599	"Volando voy, volando vengo.
Boeing 737-800 Ryanair 
Nuevecito. "	neutral		0.279339169101368	0
1600	2017 y para Ryanair seguimos siendo La mujeres las que cambiamos pañales..... 	negative		0.020885178011069434	2
1601	 Ahora mismo os mando DM, Gracias!	positive	@Iberia	0.049444614578550664	1
1602	"  Realmente no es de Iberia, es de IAG a quien pertenecen Iberia, British Airways y Vueling.
En… "	neutral	@kuxuslb	0.014209414385493615	0
1603	  Enhorabuena por esta acción :)	positive	@Iberia	0.23730747230630403	1
1604	Cantabria siempre húmeda • travel ryanair aeropuerto seveballesteros boeing737 santander… 	neutral		0.9306750311075793	0
1605	"""Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid"" "	neutral		0.9988998292701766	0
1606	Lufthansa supera a Ryanair en liderazgo de pasajeros en Europa  vía 	positive		0.9980160161023907	1
1607	 Enchufate huevon dedcendio IBERIA	negative	@24HorasTVN	0.49789225920557484	2
1608	 Buenas tardes, es posible que el servicio IB Plus Oro te tenga más de 15 minutos en espera para una consult… 	negative	@Iberia	3.961175665331683e-07	2
1609	 Es lo que tiene viajar con Iberia okno	neutral	@SrSerpiente1	0.034396198112888264	0
1610	  ¡Vamos a morir todos!	negative	@Amalia_Enriquez	0.27727401342063945	2
1611	 y ahora slot de 10 minutos.... verguenza indemnizacion mepasoalave vivaelave  habéis ganado un nuevo pasajero	negative	@Iberia	0.33350250852240476	2
1612	Volotea quiere ofertar en Asturias los prácticamente mismos vuelos que tiene Ryanair en Cantabria. No entiendo por… 	negative		7.170990351679098e-06	2
1613	Me robaron en vuelo   6833 de Madrid al arribar a Santiago. Es tan lindo llegar a Chile, país de ladrones!	negative		0.9937505446611078	2
1614	"  Jajaja, para cuando el tutoriale de extremo para squad battles? :)
Lo necesito! No paso de elite 2"	neutral	@Gravesen_1	0.009676981024641968	0
1615	 Borrar cache, ordenador, teléfono, tablet. Errores en diferentes sitios y nunca puedo terminar proceso 	negative	@Iberia	0.013879577650782543	2
1616	Hoy ha sido un día fantástico... seminario de Japón en Málaga, con CEAV, Oficima de Turismo de Japón, Iberia, y... 	neutral		0.7728538113034202	0
1617	 Estoy realizando un vuelo Madrid-México. No tengo AVIOS acumulados de la compra. No cuento físicamente con… 	neutral	@Iberia	0.8328687863708588	0
1618	"   Resumiendo: 
1º-   nos vacilo a todos los Asturianos co… "	neutral	@AeroAsturias	0.43819387281476896	0
1619	 Dsd luego bravo IbB. Casi tan bueno como cqando hice 1reclamación, pasaron 2 años pidiendome documentos y l… 	negative	@Iberia	0.007544836281429456	2
1620	 Otro retraso más en Iberia!!Estoy dentro del avión MAD-VGO, con salida a las 15:45 y nos dicen por megafoni… 	negative	@Iberia	8.786428272257832e-06	2
1621	"Sindicato acusa Ryanair de ""publicidade enganosa"" no recrutamento "	neutral		0.19512902450161523	0
1622	Otra low cost con personal muy muy piola es  de  ✈️😊vacaciones	positive		0.9460246844399309	1
1623	La plantilla de Ryanair en España se une en sus propios sindicatos para frenar las prácticas laborales de la ‘low c… 	neutral		0.24181489909987652	0
1624	A mi con Iberia me va a dar un infarto cualquier día, redios	negative		0.02280495301392493	2
1625	 La cuestión no es el dinero, es que en dos días se me ha mareado sin dar solución alguna. Simplemente se me… 	negative	@Iberia	1.0518968241040473e-09	2
1626	 pues toca fastidiarse para que Iberia gane dinero a manos llenas.	negative	@Iberialamentable	0.003154100750490026	2
1627	  !A ver si ambas empresas tienen detalles con gente parada!. Alguna Vez.....	neutral	@Iberia	0.653213613684619	0
1628	"Los sindicatos convocan huelga en el colectivo de tierra de Ryanair en España el 30 de diciembre

 "	neutral		0.6492600934157988	0
1629	   Igual esa Iberia nefasta y la de ahora son distintas. Ahora Iberia perteneces a IAG.	negative	@flyezequiel	0.006012833677585908	2
1630	"¿Vienes a visitar AutoRetroBCN desde fuera de Barcelona?
No te pierdas los descuentos en transporte y alojamiento… "	positive		0.93675725563873	1
1631	Una pena, espero que lo cubran, y que se disculpen 	negative		0.0001561590671087837	2
1632	Cuando  te incita unas vacaciones en Roma 🙋🏽‍♀️🙋🏼‍♀️ VacacionesDeAmigas HolaEuropa 	positive		0.1255981029246073	1
1633	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	positive		0.00694959441669791	1
1634	 Si he hecho el reporte, tengo el código pero en la web no hay ninguna información de donde está la maleta.… 	negative	@Iberia	0.00029494073319587076	2
1635	Buen intento 😀... 	positive		0.782429480926014	1
1636	Los pilotos de Ryanair en Irlanda, Italia y Alemania convocan huelgas  vía 	negative		0.9138073583765428	2
1637	 desde anoche intento pagar mi pasaje y no puedo veo ofertas pero imposible pagar	negative	@Iberia	9.91831303577749e-05	2
1638	Ryanair desconvoca la huelga para el 20 de diciembre 	neutral		0.365774665390917	0
1639	 muchas gracias por esta informacion tan util y actualizada con spanair y clickair, sabeis las del tit… 	negative	@guardiacivil	0.020426679015609822	2
1640	  Da igual.. jamás volaré otra vez con uds... prefiero ir nadando a Mallorca que calarme… 	negative	@Ryanair_ES	0.0013819055336378567	2
1641	"  Sí. Confirmo contacto con Serviberia+ . (literalmente: ""NO TIENE NADA QUE VER LA HUELGA CO… "	negative	@Iberia	5.6433261559240216e-05	2
1642	      Soy más de Iberia express amigo, feliz año! 🎆	positive	@SaulFernandez10	0.019868327069012266	1
1643	He visto niños llorar de hambre, enfermos que no podían tomar su medicación y abuelos agotados y desesperados. Para… 	negative		3.7376763661420854e-06	2
1644	  ha preso esempio da 	neutral	@FurioGarbagnati	0.20497009768398763	0
1645	Todavía estáis a tiempo de visitar  la magnífica exposición conmemorativa del centenario del Iberia de la  Merece la pena.	neutral		0.8752286898206265	0
1646	 Un placer. Saludos.	positive	@Iberia	0.848358585308813	1
1647	     La señora se pasó de lista, y tal como estan las cosas quiso… 	negative	@franciscoperalg	7.324034370289924e-05	2
1648	El viaje más largo que he tenido ha sido desde 🇨🇷a 🇿🇦en 2010...más que me enferme por culpa de Iberia y su comida 😂💔	negative		7.570555639056823e-06	2
1649	 Buenas, os he dado mis datos por DM, un saludo	neutral	@Iberia	0.0019418577642675756	0
1650	   Es que es para eso, porque el pasotismo es brutal	negative	@loquepajque	0.0014070449808039876	2
1651	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
1652	Frenazo de Ryanair en España: la ‘low cost’ crece la mitad por las cancelaciones  vía 	neutral		0.21235969452582554	0
1653	  Si. Desde luego mi favorito. Ojalá lo renovasen...	neutral	@nigrikanz	0.14467057131724317	0
1654	   Gracias por responder  Ya no sabemos que hacer para que  haga algo.	negative	@Iberia	3.242801853874023e-05	2
1655	La aerolínea Iberia inaugura su recién remodelada sala Velázquez, ampliando la superficie en 25 por ciento y mejora… 	positive		0.3457383756736207	1
1656	 confio en San Ryanair jajajaja	negative	@jasonytania	0.7229876549532868	2
1657	Sonando Ahora HITS Radio Música Pop Dance Latino Rock 90s 80s NowPlaying Héroes Del Silencio - Iberia Sum… 	neutral		0.2857675420823038	0
1658	 Pueden contestar los mensajes ? Lo de atención 24 hs deja bastante que desear como toda la aerolínea. Impresentables	negative	@Iberia	4.31988165780731e-06	2
1659	jornada tensa en el aeropuerto de Santiago de Compostela con retrasos de más de seis horas para volar ayer con… 	negative		0.032316318738554166	2
1660	▶️ ATENCIÓN! debido a que LA GENTE ESTA ARRECHA VENEZUELA NO SERÁ DE NARCO-COMUNISTAS MALANDROS COLECTIVOS PK0… 	negative		0.005154021503658477	2
1661	  Me habéis respondido, pero no me habéis aportado información sobre la localización de mi maleta ni… 	negative	@Iberia	0.0003935254045211037	2
1662	venezuelaaldia: Pilotos de Ryanair en Irlanda, Italia y Alemania convocan huelgas 	neutral		0.4507454498615163	0
1663	Japón Directo, vuelo con IBERIA a Tokyo, 10 días desde 2.990€ Tax Incl. 	negative		0.6900602533726498	2
1664	 tengo una retención a vuestro nombre, qué tengo que hacer para liquidarlo o que dejéis de retenerlo? Gracias!!	neutral	@Iberia	0.006155802505121731	0
1665	 misión imposible solicitar facturas a través de vuestra web para tal efecto. Error en los caracteres de la imagen 5 veces??	negative	@Iberia	1.2835407650321378e-05	2
1666	Devir Iberia - Pandemic Legacy, temporada 2, color amarillo (225471)  laboresparaninos	neutral		0.11568102337370482	0
1667	Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas VIDEO 	negative		0.6450087684755177	2
1668	Vuelvo a llamar a  y me dicen que el vuelo está confirmado y va a salir. Lo que parece que no comprenden es… 	negative		1.5175150332190676e-09	2
1669	Lo que tiene que aguantar en los vuelos más de un turista normal 	negative		0.0001419985680825471	2
1670	 Pues conociendo Ryanair , lo compensarán por otro lado , espero no sea en seguridad ,ni atención al cliente	negative	@voz_populi	2.1845593453203912e-05	2
1671	estos chicxs de  son tozudos, no tiran la toalla hasta que consiguen solucionar la petición de un cliente, b… 	positive		0.0017395282500842232	1
1672	Ryanair contrataca a Iberia Express: lanza 100.000 billetes rebajados a menos de 10 euros 	positive		0.11800584757524883	1
1673	Mira por donde, debo esperar más horas porque debe de ser que 37 días intentando solucionar un poblema parecen pocos  	negative		5.0584162555576105e-05	2
1674	antena3com: Iberia Express celebra su quinto aniversario lanzando billetes a 5 euros ✈  vía viajestic	positive		0.8911226340324969	1
1675	¿Conocéis lo horrible de la web de renfe? Pues la de Iberia también es puto horrible. Mecagon sus muelas.	negative		3.220654308194346e-06	2
1676	Una cosa mala para dar credibilidad a los exilidados políticos por Europa hoy en día son los vuelos de Ryanair a 20 euros.	negative		5.860138955590896e-05	2
1677	Hola,  Estoy mirando la calculadora de avios y sale clase azul y turista completa, pero no encuentro el sig… 	neutral		0.00035161672918663405	0
1678	 Claro una idea estupenda! Después de más de 30 minutos esperando por mi maleta , seguir pasando la noche re… 	negative	@Iberia	3.160272756069749e-06	2
1679	No te dan asientos, vas colgado del ala. 	negative		0.01291423200894003	2
1680	Consecuencias de las cancelaciones de vuelos. El caso Ryanair  via: 	negative		0.3981770521536334	2
1681	         	positive	@internauta2009	0.49789225920557484	1
1682	 Jajaja no! Los vuelos desde Palma a Madrid o Barcelona en enero con ryanair están a ese precio! Jaja	neutral	@NoeBadajoz	0.6201554153534419	0
1683	       Y si puede ser otro para mi también	neutral	@micaesp_	0.08415567459593808	0
1684	Iberia y Air Europa lanzan sus rebajas con vuelos a Europa desde 29 euros  	positive		0.9522847179447421	1
1685	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	neutral		0.00694959441669791	0
1686	  Son los mismos que se robaron la empresa en el 2001, no es casualidad para los empleados de Aerolineas hablar de Iberia	negative	@a_urizio	9.615660923381645e-05	2
1687	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	negative		0.00694959441669791	2
1688	"Me cobráis 21 libras por un asiento, y habéis quitado la prioridad!!! 

No os lo perdonaré jamás  "	negative		0.0011861193161014603	2
1689	  Tengo algo para que digas insultando a los SFLer que es para lo único que das la turra 😏… 	neutral	@GarciaCarmonaAM	1.470655415044746e-05	0
1690	CEJE y CEOE_Es premian a Iberia y a Nissan por su contribución al desarrollo empresarial entre Japón y España  …	positive		0.22461201792125227	1
1691	Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… 	neutral		0.07007665747187106	0
1692	Piloto hoy a LCG dice que el peso del avión equivale a 21 elefantes, y que nos relajemos y olvídelos los problemas,… 	positive		4.3091123689631645e-06	1
1693	 Lo de Ryanair eran mercados autorregulándose.	negative	@octubrista	0.2906897953519492	2
1694	 Y en el aeropuerto?	neutral	@Iberia	0.9877178225016334	0
1695	 me parece vergonzoso y de un pasotismo descomunal por vuestra parte que haya mas de 150 personas haciendo c… 	negative	@Iberia	3.368345193232804e-06	2
1696	Pues ayer en el aeropuerto de Málaga un señor decidió salirse del avión de Ryanair para tomar el fresco en el ala,… 	neutral		0.28230150501380863	0
1697	  A lo mejor es que si se tienen que atender los caprichos de todos los pasajeros poco antes de… 	neutral	@MatiServedia	0.0006725728934429883	0
1698	         	neutral	@SESEIXA	0.49789225920557484	0
1699	 Gracias por contestar y solucionar comunitymanager. Twitter superó la atención telefónica !!! Saludos	positive	@Iberia	0.9571553477136774	1
1700	  Vamos todos unidos somos el call center encontra de la injusticia de  por las dudas a todo… 	neutral	@MarceOzz	0.06157107328869282	0
1701	 En 2018 les cuento la historia que nació en vuestro avión  .felicidades para vosotros	positive	@Iberia	0.0007798394591933979	1
1702	  Al menos han tenido la decencia de no poner la musiquita para aplaudir como palurdos cuando at… 	negative	@Ryanair_ES	2.324028282274208e-05	2
1703	 Buenas noches, Hoy por la tarde teníamos que haber cogido un vuelo. Lamentablemente mi pareja estaba en urg… 	neutral	@Iberia	0.0002317726989862439	0
1704	Los tripulantes de cabina de Ryanair denuncian por fraude a la low cost  	negative		0.1830330093821838	2
1705	Ryanair revienta el Black Friday y lanza 100.000 billetes desde 4,99 euros 	positive		0.3877597931142471	1
1706	IberiaExpress lanza una oferta de billetes a 5€ 	positive		0.41436060291161364	1
1707	Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… 	neutral		0.07007665747187106	0
1708	  Por que sus precios son tan elevados con respecto a Iberia ?  Donde esta la diferencia?	negative	@AirEuropa	0.0009646812675612617	2
1709	    No es low cost. Es la clase business de Iberia.	neutral	@fcosin	0.14308281028411074	0
1710	"Hoy hace un mes y dos días que esperamos que  o  se ponga en contacto con nosotros.
Han pe… "	positive		9.19293954381787e-08	1
1711	Iberia tendrá más vuelos semanales entre San Juan y Madrid  	positive		0.9633716445703099	1
1712	  BORRA y llama SPAM mis comentarios donde me quejo de su mal servicio ya que perdieron mi male… 	negative	@iberia	5.84735553648758e-07	2
1713	Ryanair aumenta un 11% sus ganancias pese a la cancelación masiva de vuelos 	negative		0.3149282188346763	2
1714	 yo no, no soy aprensiva. Volé con Spanair a Menorca menos de un mes después del accidente de Baraja… 	positive	@entidad_oscura	0.0003262614666895491	1
1715	 y fijo que comida de mierda como en ryanair. si por lo menos se la dieran gratis...	neutral	@Catarsiis	2.0241224095382782e-05	0
1716	Buenos precios de Iberia Express. Tener en cuenta que esta línea Express cubre sólo algunas rutas de Iberia... 	positive		0.00010677677852553308	1
1717	Ryanair pone ofertas de vuelos por el Black Friday desde todas las ciudades menos Málaga los mato	negative		0.04913396844474666	2
1718	Con  mi destino a un solo click. ¡Deseadme suerte! HolaColombia. Hola 79 destinos europeos al mejor precio 	positive		0.00694959441669791	1
1719	 Viaje en Iberia hace 8 años y me dio miedo, de hecho la señora que iba a mi lado se puso a rezar antes de despegar AJAJAJJA	negative	@guzmaiden	2.740647330403936e-06	2
1720	Gracias  por las 2,5h y media de retraso de mi vuelo de conexión a Bilbao; todo perfecto 😡😡	negative		0.9110449442523834	2
1721	Huelga de Iberia navidad: otra vez con el corazón dentro em puño por ver si nos quedamos en tierra. Siempre se elig… 	negative		0.20815759596808944	2
1722	🔙 Hay que ver más allá de las rutas de Ryanair. Te proponemos 5 mega rutas que has de experimentar ➡️… 	neutral		0.0011500001762379385	0
1723	"  lo que quiero decir y si  Mediaset decidiese que 
Gestmiusic o  Shine Iberia  
produciese  GH"	neutral	@fansofista	0.009068188609494397	0
1724	 maico que vaya cogiendo el iberia o que vuelva caminando que ya hizo el camino a pie Gala12GH	neutral	@DVDCano	0.07686624509456459	0
1725	 Hola, acabo de enviaros un DM para me informéis como reclamar los gastos generados por el retraso en la ent… 	negative	@Iberia	0.0027634421364798175	2
1726	 Entiendo que el vuelo salga con una hora de retraso, como ha ocurrido. Esas cosas pasan. Lo otro no lo enti… 	negative	@Iberia	2.2186994707175828e-07	2
1727	 Pues nada de envidia. Billete barato de Ryanair y a apuntarte! Esto es precioso!	positive	@JabalidelBierzo	0.021809918210983673	1
1728	" no puedo hacer check in on line, para vuelo de mañana de PMI a ALC (IB5137), con vueling? me podéis confirmar el motivo?

Saludos"	neutral	@Iberia	0.08229049838940544	0
1729	  La persona afectada ha hablado con ellos y no hacen nada	negative	@FIONAFERRER	0.0002273995976009366	2
1730	 Que te roben el interior de tu equipaje un 17 de agosto y terminen tu gestión un 5 de diciembre poniendo pr… 	negative	@Iberia	0.000221818513459111	2
1731	En un año he volado 12 veces con Ryanair A VER POR QUÉ NO ME REGALAN UN PIN O ALGO	neutral		7.853385560316113e-05	0
1732	Mejorando la experiencia a sus clientes,  e  presentan sus nuevas ofertas en aeropuertos 	positive		0.021463021706978502	1
1733	 Mire esos precios con AirEurope, a muchos les sale más fácil que ir a San Andrés o Cartagena.	negative	@Angie_zzu	0.011109898991863583	2
1734	        	neutral	@baselunarbeta	0.49789225920557484	0
1735	 ¿Hasta qué hora antes del vuelo puedo facturar mi equipaje?	neutral	@Iberia	0.04143605861158748	0
1736	 mientras respeten las horas de descanso y no como alguno en Iberia q...en fin, pero según tanta mi… 	negative	@noticias_cuatro	0.0006498555649772208	2
1737	 que paso? 1 año y no contestan? Deben darle una nueva. 	negative	@Iberia	0.001268596853599642	2
1738	Lamentable  Chile. Dan en su página web la opción de pagar los pasajes en cuotas, lo hice, y en el estado de… 	negative		5.991972960125865e-06	2
1739	 una hora de retraso para embarcar de Oporto a Madrid sin ninguna explicación? Os pasáis muy mucho ryanair se luce	negative	@Ryanair	0.010030452419930384	2
1740	Vista aerea        	neutral		0.7353390177263132	0
1741	Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] 	neutral		0.6450087684755177	0
1742	Un pasajero de un vuelo de Ryanair desembarca por un ala del avión  	neutral		0.43168492653055135	0
1743	 continúa el mismo problema... 	negative	@Iberia	0.11534185991958024	2
1744	 Mira qué listos en  “Temporada alta, políticas, letras pequeñas, siempre ha sido así”!!. Dos vuelos al… 	negative	@aena	0.006319917440450235	2
1745	   Por eso yo no llamo a nadie, me comunico con las empresas por correo electr… 	neutral	@rosabengoechea	4.708341511733933e-06	0
1746	 Mi dos hermanos se intoxicaron con la comida del vuelo de  Al avisar a la tripulación nos dijeron q… 	negative	@Iberia	3.7834244553185237e-06	2
1747	Un pasajero de la aerolínea Ryanair en un ala del avión cansado de esperar para salir 	neutral		0.02218149146213011	0
1748	El otro día oí a una azafata de  ( que no les dejan llevar gafas (solo lentillas), pero en el resto de compañías sí.	negative		1.7373200182568155e-09	2
1749	"Desde este Airbus 330 de  quiero desearos a todos unas muy felices fiestas y lo mejor para el 2018. 🎄

From… "	positive		0.7850771839145354	1
1750	Me gustó un video de   Ryanair: Verdad y Precios + dos noches durmiendo en el aeropuerto de Madrid.	positive		0.9999910205459195	1
1751	 Ah vale jajajaja yo me fui en Iberia expréss operó fue a las 12 de la noche, llegue a Cracovia a l… 	negative	@AdriSuanzes____	0.004878704859765988	2
1752	  Pues con mayor seguridad el de la izquierda que es un A330-300 porque el de la derecha es un… 	negative	@maureenvidal	5.9398148481581884e-05	2
1753	  Totamente d acuerdo. Ryanair caca	negative	@LosMorancos	0.325908733438203	2
1754	 me han cobrado ustedes un vuelo sin darme el billete. He intentado por telefóno e incidencia web, pero nada, pueden ayudarme x aqui?	negative	@Iberia	0.0005895310643727964	2
1755	 Incluye comprados a British? Entonces por qué a la ida ponía llevar 2 maletas o 32kg y ahora me han dicho que sólo 1 de 23?	negative	@Iberia	1.0765668691511011e-06	2
1756	 ¿os puedo hacer otra sugerencia? He visto que generáis vídeos propios, pero ¿os atrevéis con vídeo en dire… 	neutral	@Iberia	0.00041086321656719313	0
1757	El cheking online de  es un auténtico desastre, me indica que puedo cambiar de asiento gratis y al cambiar n… 	negative		6.820004851950157e-05	2
1758	Con  mi destino a un solo click. ¡Deseadme suerte! HolaArgentina. Hola 79 destinos europeos al mejor precio 	negative		0.00694959441669791	2
1759	   Claro es lo que decía. Tiene que coincidir el día y el tramo horario si no, cuesta casi co… 	positive	@Saezga	5.275905640802493e-06	1
1760	  Sin pantallas propias en respaldar?  prefiero 	negative	@SamsungEspana	0.44793116771268626	2
1761	  No sé, pero él insistió en querer seguir en Iberia	negative	@Castroman1978	0.0007269395312056571	2
1762	las medialunas de Iberia son lo mejor del mundo	positive		0.6771075307559933	1
1763	RT  En el sistema de entretenimiento de  se pueden favoritear contenidos lo cuál es útil para h… 	neutral		0.02478865550419636	0
1764	  Espero una respuesta.Gracias.	neutral	@Ryanair	0.09011424031416665	0
1765	  Está bien escrito... 😢 IberiayBritishpierdenilusiones 	negative	@VeronicaS0t0	0.35848664834088	2
1766	 venimos desplazados a Madrid desde Lleida. nos han reubicado en el avión que sale a las 22h desde Barajas	neutral	@Iberia	0.3692395032526085	0
1767	  Ven que es una bici y andan a golpes, cambia el embalaje. 	negative	@ivan_cortina	0.17828211381882594	2
1768	Ryanair lanza su promoción “Black Friday” de fin de semana. 	neutral		0.9808988993318885	0
1769	¿Es  y   tan malo en la atención al cliente? Ten un problema y lo averiguarás	negative		0.0004237173971859023	2
